Key,Sync,FromNetwork,ToNetwork,Size,Get Duration(ms),Put Duration(ms),Get
../../../Engine/DerivedDataCache/9/3/4/STATICMESH_0651E844A9544BD83BF12B1807773C2_8C68575CEF434CA8A9E1DA4AED8A47BB_33__F0152CCA23AA0BCE0FFA896547863FF78ADE1B6A.udd,true,false,false,323958,0.514101,0.007097,1
PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8002863341190AD9BB21049CBEE98419__1_0_13123_0,true,false,false,0,0.061098,0.000000,1
../../../Engine/DerivedDataCache/2/3/0/PHYSX_1D9C17C451EA4FB88CB7A27536A65DB0_PHYSXPC_8002863341190AD9BB21049CBEE98419__1_0_13123_0.udd,true,false,false,458,0.000000,11.710502,0
TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FC7A1A594001EBE0E467E3A2D692FE23_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP0_512x512,true,false,false,262148,0.000000,0.112098,0
TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FC7A1A594001EBE0E467E3A2D692FE23_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP1_256x256,true,false,false,65540,0.000000,0.046697,0
TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FC7A1A594001EBE0E467E3A2D692FE23_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP2_128x128,true,false,false,16388,0.000000,0.029501,0
TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FC7A1A594001EBE0E467E3A2D692FE23_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,6653,0.000000,0.032000,0
TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A03284D8411051A35ED81D99FE3E9BA3_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,5768,0.000000,0.022300,0
TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_5C50B816464CCC8B300534A1100D56C6_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP0_512x512,true,false,false,131076,0.000000,0.071801,0
TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_5C50B816464CCC8B300534A1100D56C6_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP1_256x256,true,false,false,32772,0.000000,0.027001,0
TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_5C50B816464CCC8B300534A1100D56C6_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP2_128x128,true,false,false,8196,0.000000,0.014801,0
TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_5C50B816464CCC8B300534A1100D56C6_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,3900,0.000000,0.015698,0
TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_1F1EFF7146A1BAED4622B390A77C3499_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,3024,0.000000,0.021700,0
../../../Engine/DerivedDataCache/2/5/9/MATSM_984AFA3849534FAA8491540B994BD32E_PCD3D_SM5_3__BC5N_DEV_SL_NODBUFBA33F650__150CC376A16AD03B6E54DE7E2ECAC57AEAA0FB31.udd,true,false,false,22538,0.175800,0.001699,1
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_FDDC3B534CFE5F90E19662A2879529C6_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP0_512x256,true,false,false,524292,0.000000,0.265200,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_FDDC3B534CFE5F90E19662A2879529C6_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP1_256x128,true,false,false,131076,0.000000,0.302002,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_FDDC3B534CFE5F90E19662A2879529C6_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP2_128x64,true,false,false,32772,0.000000,0.027601,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_FDDC3B534CFE5F90E19662A2879529C6_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,12086,0.000000,0.014901,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D8EB37A34B27BD0F8146FB9A1154CD39_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,11208,0.000000,0.023302,0
REFL_ENC_96DFC022836B48889143E9DF484C3296_39ADB3514B4A59F682E26E9AB7361830,true,false,false,0,0.053201,0.000000,1
REFL_ENC_96DFC022836B48889143E9DF484C3296_39ADB3514B4A59F682E26E9AB7361830,true,false,false,524280,0.000000,0.137299,0
REFL_ENC_96DFC022836B48889143E9DF484C3296_C847FC7F492D7BC7029A0D9D81AF36FA,true,false,false,0,0.042900,0.000000,1
REFL_ENC_96DFC022836B48889143E9DF484C3296_C847FC7F492D7BC7029A0D9D81AF36FA,true,false,false,524280,0.000000,0.314601,0
STATICMESH_0651E844A9544BD83BF12B1807773C2_8C68575CEF434CA8A9E1DA4AED8A47BB_048B1D424694B89F1799B1ABEF56962A00000000010000000100000001000000010000000100000000000000000000004000000000000000010000000000803F0000803F0000803F0000803F000000000000803F00000000000000000000344203030300000000,true,false,false,0,0.053700,0.000000,1
STATICMESH_0651E844A9544BD83BF12B1807773C2_8C68575CEF434CA8A9E1DA4AED8A47BB_048B1D424694B89F1799B1ABEF56962A00000000010000000100000001000000010000000100000000000000000000004000000000000000010000000000803F0000803F0000803F0000803F000000000000803F00000000000000000000344203030300000000,true,false,false,153066,0.000000,0.085600,0
STATICMESH_0651E844A9544BD83BF12B1807773C2_8C68575CEF434CA8A9E1DA4AED8A47BB_86A54F934CB12048977A7AB9869749C100000000010000000100000001000000010000000100000000000000000000004000000000000000010000000000803F0000803F0000803F0000803F000000000000803F00000000000000000000344203030300000000,true,false,false,0,0.041701,0.000000,1
STATICMESH_0651E844A9544BD83BF12B1807773C2_8C68575CEF434CA8A9E1DA4AED8A47BB_86A54F934CB12048977A7AB9869749C100000000010000000100000001000000010000000100000000000000000000004000000000000000010000000000803F0000803F0000803F0000803F000000000000803F00000000000000000000344203030300000000,true,false,false,333842,0.000000,0.104398,0
STATICMESH_0651E844A9544BD83BF12B1807773C2_8C68575CEF434CA8A9E1DA4AED8A47BB_12504DFE436B6C289D9E3AAF791EDD3B00000000010000000100000001000000010000000100000000000000000000004000000000000000010000000000803F0000803F0000803F0000803F000000000000803F00000000000000000000344203030300000000,true,false,false,0,0.047598,0.000000,1
STATICMESH_0651E844A9544BD83BF12B1807773C2_8C68575CEF434CA8A9E1DA4AED8A47BB_12504DFE436B6C289D9E3AAF791EDD3B00000000010000000100000001000000010000000100000000000000000000004000000000000000010000000000803F0000803F0000803F0000803F000000000000803F00000000000000000000344203030300000000,true,false,false,394566,0.000000,0.358898,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_E101C19143499573FE95F8B00D24D70D_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP0_2048x2048,true,false,false,4194308,0.000000,4.101399,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_E101C19143499573FE95F8B00D24D70D_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP1_1024x1024,true,false,false,1048580,0.000000,0.512902,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_E101C19143499573FE95F8B00D24D70D_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP2_512x512,true,false,false,262148,0.000000,0.141401,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_E101C19143499573FE95F8B00D24D70D_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP3_256x256,true,false,false,65540,0.000000,0.036798,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_E101C19143499573FE95F8B00D24D70D_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP4_128x128,true,false,false,16388,0.000000,0.018299,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_E101C19143499573FE95F8B00D24D70D_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,7226,0.000000,0.013601,0
TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_554540744378681136F94587A55F8171_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP0_2048x2048,true,false,false,2097156,0.000000,2.356298,0
TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_554540744378681136F94587A55F8171_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP1_1024x1024,true,false,false,524292,0.000000,0.210702,0
TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_554540744378681136F94587A55F8171_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP2_512x512,true,false,false,131076,0.000000,0.541799,0
TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_554540744378681136F94587A55F8171_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP3_256x256,true,false,false,32772,0.000000,0.212602,0
TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_554540744378681136F94587A55F8171_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP4_128x128,true,false,false,8196,0.000000,0.038300,0
TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_554540744378681136F94587A55F8171_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,4488,0.000000,0.018001,0
MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf677C75C34B1E8E069C0483B95A43F209_Num_SM5__0___TBasePassVSTDistanceFieldShadowsAndLightMapPolicyHQAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F1874224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222220000440400001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrueC0C98DF8C4D6EEC5B146E52D9C6EDDDE781AD4FF15742242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222200004404001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQSkylight024BC8D4F61EEE894E9503F00326396EFDC8451B2334224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrue7C30E566E0CD6B1EBD6AC8E21F048E5975180A19173422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222200004404001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrueC0C98DF8C4D6EEC5B146E52D9C6EDDDE781AD4FF15742242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222200004404001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight024BC8D4F61EEE894E9503F00326396EFDC8451B23242242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrue7C30E566E0CD6B1EBD6AC8E21F048E5975180A19173422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight024BC8D4F61EEE894E9503F00326396EFDC8451B2144224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrueC0C98DF8C4D6EEC5B146E52D9C6EDDDE781AD4FF15742242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222200004404001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_OnePassPointLighttrue7C30E566E0CD6B1EBD6AC8E21F048E5975180A19173422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSTDistanceFieldShadowsAndLightMapPolicyHQFFC68AF4DA301818AE0554FE23093F0F49C40F2F1874224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222220000440400001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQ024BC8D4F61EEE894E9503F00326396EFDC8451B2334224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_OutputDepthtrueC0C98DF8C4D6EEC5B146E52D9C6EDDDE781AD4FF15742242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222200004404001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight024BC8D4F61EEE894E9503F00326396EFDC8451B20542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicyFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy024BC8D4F61EEE894E9503F00326396EFDC8451B23242242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy024BC8D4F61EEE894E9503F00326396EFDC8451B2144224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyLQAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18442242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyHQAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18442242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy024BC8D4F61EEE894E9503F00326396EFDC8451B20542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyLQSkylight024BC8D4F61EEE894E9503F00326396EFDC8451B223422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyHQSkylight024BC8D4F61EEE894E9503F00326396EFDC8451B223422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight024BC8D4F61EEE894E9503F00326396EFDC8451B20542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyLQFFC68AF4DA301818AE0554FE23093F0F49C40F2F18442242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyHQFFC68AF4DA301818AE0554FE23093F0F49C40F2F18442242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyLQ024BC8D4F61EEE894E9503F00326396EFDC8451B223422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyHQ024BC8D4F61EEE894E9503F00326396EFDC8451B223422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy024BC8D4F61EEE894E9503F00326396EFDC8451B20542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222200004404001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCSB2F793ED2BBD7B5F790E377570CA34A13FA70C2A16342242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222222222222222222222222200004404000014000000140000001400000014000000_FConvertToUniformMeshVS2B96BA2C3F483FB05D59521214AEE3880226BC34148422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240220200404400001400000014000000140000001400000014000000_FConvertToUniformMeshGS2B96BA2C3F483FB05D59521214AEE3880226BC34148422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240220200404400001400000014000000140000001400000014000000_FLocalVertexFactoryE597FC7C09EADCE7918CAB17A0933212F20F2E5F32202000000000486000404040404040404040434343424244444444444343434444444442414143414341414141414141313141444341444044444444444441414141414141414140404040404040404040434343404040434143414141414141414141414141413434414241444444414141000404044434143414141414444444343414344440444444444444444444444444444444444444444444444444444444444444444444444444444441010101010101010101010101010101010101010101010101042301434143424141414244414033131314144444444004444443432121414141414141414141414140223414141414141414141006B00000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000000C0000000800000013000000100000000A000000E761AB4239E0CA1A866D78D53179875542E9EC0F0000000000000000000000000000000000000000,true,false,false,0,0.057898,0.000000,1
PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_A71BCF02478509B604FD45AEDF93902C_STATICMESH_0651E844A9544BD83BF12B1807773C2_8C68575CEF434CA8A9E1DA4AED8A47BB_12504DFE436B6C289D9E3AAF791EDD3B00000000010000000100000001000000010000000100000000000000000000004000000000000000010000000000803F0000803F0000803F0000803F000000000000803F00000000000000000000344203030300000000_1_1_13123_0,true,false,false,0,0.071201,0.000000,1
../../../Engine/DerivedDataCache/6/6/1/PHYSX_1D9C17C451EA4FB88CB7A27536A65DB0_PHYSXPC_A71BCF02478509B604FD45AEDF93902__6D53AD6213E413BC373E6B757A18B708DF6E99FF.udd,true,false,false,131471,0.000000,1.779903,0
NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_A71BCF02478509B604FD45AEDF93902C_STATICMESH_0651E844A9544BD83BF12B1807773C2_8C68575CEF434CA8A9E1DA4AED8A47BB_12504DFE436B6C289D9E3AAF791EDD3B00000000010000000100000001000000010000000100000000000000000000004000000000000000010000000000803F0000803F0000803F0000803F000000000000803F00000000000000000000344203030300000000_13,true,false,false,0,0.039898,0.000000,1
../../../Engine/DerivedDataCache/3/3/5/NAVCOLLISION_B89838347A4348138EE337A847529C5C_NAVCOLLISION_X_A71BCF02478509B60__26B643554521B7F134C8038FF656E78C8A56481A.udd,true,false,false,2473,0.000000,1.073502,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_F66DA5E24188B51233E5F9AC049315FC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP0_1024x1024,true,false,false,1048580,0.000000,0.429198,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_F66DA5E24188B51233E5F9AC049315FC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP1_512x512,true,false,false,262148,0.000000,0.112500,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_F66DA5E24188B51233E5F9AC049315FC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP2_256x256,true,false,false,65540,0.000000,0.047501,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_F66DA5E24188B51233E5F9AC049315FC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP3_128x128,true,false,false,16388,0.000000,0.021998,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_F66DA5E24188B51233E5F9AC049315FC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000000000000000100000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,6933,0.000000,0.013098,0
TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89FAE76147BE843656BE72BFB765E020_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP0_2048x2048,true,false,false,2097156,0.000000,2.446402,0
TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89FAE76147BE843656BE72BFB765E020_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP1_1024x1024,true,false,false,524292,0.000000,0.273600,0
TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89FAE76147BE843656BE72BFB765E020_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP2_512x512,true,false,false,131076,0.000000,0.066001,0
TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89FAE76147BE843656BE72BFB765E020_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP3_256x256,true,false,false,32772,0.000000,0.021003,0
TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89FAE76147BE843656BE72BFB765E020_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP4_128x128,true,false,false,8196,0.000000,0.032801,0
TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89FAE76147BE843656BE72BFB765E020_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000100000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,4503,0.000000,0.012100,0
