Key,Sync,FromNetwork,ToNetwork,Size,Get Duration(ms),Put Duration(ms),Get
TEXTURE_814DCC3DC72143F49509781513CB9855_G8_EC402FF64988DC700441A0AC575C89D7_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,0,0.039000,0.000000,1
TEXTURE_814DCC3DC72143F49509781513CB9855_G8_EC402FF64988DC700441A0AC575C89D7_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,16446,0.000000,0.026401,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_CE1C371342777CDD9A91AF94A6552DAC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,0,0.040900,0.000000,1
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_CE1C371342777CDD9A91AF94A6552DAC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,72,0.000000,0.019602,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_71CB444940873621E3C7D6BF17E742DD_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,0,0.041999,0.000000,1
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_71CB444940873621E3C7D6BF17E742DD_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,72,0.000000,0.018001,0
MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf4BAF95774FEECC6DB9739F82BA222F52_Num_SM5__0___TBasePassVSTDistanceFieldShadowsAndLightMapPolicyHQAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F1874224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222220000440400001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_PerspectiveCorrecttrueC0C98DF8C4D6EEC5B146E52D9C6EDDDE781AD4FF15742242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222200004404001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQSkylight024BC8D4F61EEE894E9503F00326396EFDC8451B2334224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_NonPerspectiveCorrecttrue7C30E566E0CD6B1EBD6AC8E21F048E5975180A19173422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222200004404001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_PerspectiveCorrecttrueC0C98DF8C4D6EEC5B146E52D9C6EDDDE781AD4FF15742242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222200004404001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight024BC8D4F61EEE894E9503F00326396EFDC8451B23242242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_PerspectiveCorrecttrue7C30E566E0CD6B1EBD6AC8E21F048E5975180A19173422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight024BC8D4F61EEE894E9503F00326396EFDC8451B2144224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TShadowDepthVSForGSVertexShadowDepth_OutputDepthtrueC0C98DF8C4D6EEC5B146E52D9C6EDDDE781AD4FF15742242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222200004404001400000014000000140000001400000014000000_TShadowDepthPSPixelShadowDepth_OnePassPointLighttrue7C30E566E0CD6B1EBD6AC8E21F048E5975180A19173422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSTDistanceFieldShadowsAndLightMapPolicyHQFFC68AF4DA301818AE0554FE23093F0F49C40F2F1874224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222220000440400001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQ024BC8D4F61EEE894E9503F00326396EFDC8451B2334224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TShadowDepthVSVertexShadowDepth_OutputDepthtrueC0C98DF8C4D6EEC5B146E52D9C6EDDDE781AD4FF15742242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222200004404001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight024BC8D4F61EEE894E9503F00326396EFDC8451B20542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicyFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy024BC8D4F61EEE894E9503F00326396EFDC8451B23242242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy024BC8D4F61EEE894E9503F00326396EFDC8451B2144224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyLQAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18442242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyHQAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18442242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy024BC8D4F61EEE894E9503F00326396EFDC8451B20542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyLQSkylight024BC8D4F61EEE894E9503F00326396EFDC8451B223422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyHQSkylight024BC8D4F61EEE894E9503F00326396EFDC8451B223422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight024BC8D4F61EEE894E9503F00326396EFDC8451B20542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyLQFFC68AF4DA301818AE0554FE23093F0F49C40F2F18442242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyHQFFC68AF4DA301818AE0554FE23093F0F49C40F2F18442242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyLQ024BC8D4F61EEE894E9503F00326396EFDC8451B223422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyHQ024BC8D4F61EEE894E9503F00326396EFDC8451B223422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy024BC8D4F61EEE894E9503F00326396EFDC8451B20542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222200004404001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCSB2F793ED2BBD7B5F790E377570CA34A13FA70C2A16342242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222222222222222222222222200004404000014000000140000001400000014000000_FLandscapeGrassWeightVS2A8900F68483B8B1E576D30316635390BB8ACB24151422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222000044041400000014000000140000001400000014000000_FLandscapeGrassWeightPS2A8900F68483B8B1E576D30316635390BB8ACB24151422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222000044041400000014000000140000001400000014000000_FConvertToUniformMeshVS2B96BA2C3F483FB05D59521214AEE3880226BC34148422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240220200404400001400000014000000140000001400000014000000_FConvertToUniformMeshGS2B96BA2C3F483FB05D59521214AEE3880226BC34148422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240220200404400001400000014000000140000001400000014000000_FLandscapeXYOffsetVertexFactoryDA583536A09511095B7238B19112892915235D2F202222222222222222222200000072222220200_FLandscapeVertexFactoryDA583536A09511095B7238B19112892915235D2F202222222222222222222200000072222220200_FLocalVertexFactoryE597FC7C09EADCE7918CAB17A0933212F20F2E5F322020000000005010004040404040404040404343434242444444444443434344444444424141434143414141414141413131414443414440444444444444414141414141414141404040404040404040404343434040404341434141414141414141414141414134344142414444444141410004040444341434141414144444443434143444404444444444444444444444444444444444444444444444444444444444444444444444444444410101010101010101010101010101010101010101010101010423014341434241414142444140331313141444444440044444434321214141414141414141414141402234141414141414141414744444444440404006B00000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000000C0000000800000013000000100000000A0000001000000086AA5A06682BE66A3A4B5ED6A284DD18EEE12A960000000000000000000000000000000000000000,true,false,false,500079,0.000000,0.393502,0
MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf3F90E5E44CAE9793CA6425A7FE992B47_Num_SM5__0___TBasePassVSFSelfShadowedCachedPointIndirectLightingPolicyAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_PerspectiveCorrect$3e134A9C823D41D8AA7FE099227DC69165E2E6785D15742242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222200004404001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_PerspectiveCorrect$3e134A9C823D41D8AA7FE099227DC69165E2E6785D1624224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSTDistanceFieldShadowsAndLightMapPolicyHQAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F1874224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222220000440400001400000014000000140000001400000014000000_TBasePassPSFSelfShadowedCachedPointIndirectLightingPolicySkylight024BC8D4F61EEE894E9503F00326396EFDC8451B23142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TTranslucencyShadowDepthVS$3cTranslucencyShadowDepth_Standard$3e134A9C823D41D8AA7FE099227DC69165E2E6785D15742242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222200004404001400000014000000140000001400000014000000_TTranslucencyShadowDepthPS$3cTranslucencyShadowDepth_Standard$3e134A9C823D41D8AA7FE099227DC69165E2E6785D1624224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222020040440000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQSkylight024BC8D4F61EEE894E9503F00326396EFDC8451B2334224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSelfShadowedCachedPointIndirectLightingPolicyFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSFSelfShadowedCachedPointIndirectLightingPolicy024BC8D4F61EEE894E9503F00326396EFDC8451B23142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TBasePassVSFSelfShadowedTranslucencyPolicyAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight024BC8D4F61EEE894E9503F00326396EFDC8451B2144224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSTDistanceFieldShadowsAndLightMapPolicyHQFFC68AF4DA301818AE0554FE23093F0F49C40F2F1874224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222220000440400001400000014000000140000001400000014000000_TBasePassPSTDistanceFieldShadowsAndLightMapPolicyHQ024BC8D4F61EEE894E9503F00326396EFDC8451B2334224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSelfShadowedTranslucencyPolicySkylight024BC8D4F61EEE894E9503F00326396EFDC8451B22542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight024BC8D4F61EEE894E9503F00326396EFDC8451B20542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy024BC8D4F61EEE894E9503F00326396EFDC8451B2144224222222222222222222222224222222222222222222222222222222222222222222424444442222222222222222222222444422222222222222222222222222222212402222222222222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyLQAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18442242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyHQAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18442242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSFSelfShadowedTranslucencyPolicyFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFogFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSFSelfShadowedTranslucencyPolicy024BC8D4F61EEE894E9503F00326396EFDC8451B22542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy024BC8D4F61EEE894E9503F00326396EFDC8451B20542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyLQSkylight024BC8D4F61EEE894E9503F00326396EFDC8451B223422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyHQSkylight024BC8D4F61EEE894E9503F00326396EFDC8451B223422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight024BC8D4F61EEE894E9503F00326396EFDC8451B20542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyLQFFC68AF4DA301818AE0554FE23093F0F49C40F2F18442242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSTLightMapPolicyHQFFC68AF4DA301818AE0554FE23093F0F49C40F2F18442242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222020040441400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyFFC68AF4DA301818AE0554FE23093F0F49C40F2F18142242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222200004404001400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyLQ024BC8D4F61EEE894E9503F00326396EFDC8451B223422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TBasePassPSTLightMapPolicyHQ024BC8D4F61EEE894E9503F00326396EFDC8451B223422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222222222222222222222222222222222222222222222222222222222222222222222222222000044041400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy024BC8D4F61EEE894E9503F00326396EFDC8451B20542242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222124022222222222222222222222222222222222222222222222222222222222200004404001400000014000000140000001400000014000000_FEvaluateSurfelMaterialCSB2F793ED2BBD7B5F790E377570CA34A13FA70C2A16342242222222222222222222222242222222222222222222222222222222222222222224244444422222222222222222222224444222222222222222222222222222222222222222222222222222200004404000014000000140000001400000014000000_FLandscapeGrassWeightVS2A8900F68483B8B1E576D30316635390BB8ACB24151422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222000044041400000014000000140000001400000014000000_FLandscapeGrassWeightPS2A8900F68483B8B1E576D30316635390BB8ACB24151422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240222222000044041400000014000000140000001400000014000000_FConvertToUniformMeshVS2B96BA2C3F483FB05D59521214AEE3880226BC34148422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240220200404400001400000014000000140000001400000014000000_FConvertToUniformMeshGS2B96BA2C3F483FB05D59521214AEE3880226BC34148422422222222222222222222222422222222222222222222222222222222222222222242444444222222222222222222222244442222222222222222222222222222221240220200404400001400000014000000140000001400000014000000_FLandscapeXYOffsetVertexFactoryDA583536A09511095B7238B19112892915235D2F202222222222222222222200000072222220200_FLandscapeVertexFactoryDA583536A09511095B7238B19112892915235D2F202222222222222222222200000072222220200_FLocalVertexFactoryE597FC7C09EADCE7918CAB17A0933212F20F2E5F3220200000000044100040404040404040404043434342424444444444434343444444444241414341434141414141414131314144434144404444444444444141414141414141414040404040404040404043434340404043414341414141414141414141414141343441424144444441414100040404443414341414141444444434341434444044444444444444444444444444444444444444444444444444444444444444444444444444444101010101010101010101010101010101010101010101010104230143414342414141424441403313131414444444447444444444404040000006B00000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000000C00000008000000100000009808ED44A3A2BD008B31C90EE158CB04DDA10C140000000000000000000000000000000000000000,true,false,false,909695,0.000000,0.485402,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_03FA7FB34348310AFD96D7B4D2C1DCE9_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,0,0.059098,0.000000,1
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_03FA7FB34348310AFD96D7B4D2C1DCE9_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP0_512x512,true,false,false,1048580,0.000000,1.088001,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_03FA7FB34348310AFD96D7B4D2C1DCE9_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP1_256x256,true,false,false,262148,0.000000,0.130899,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_03FA7FB34348310AFD96D7B4D2C1DCE9_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B_MIP2_128x128,true,false,false,65540,0.000000,0.892401,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_03FA7FB34348310AFD96D7B4D2C1DCE9_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,23007,0.000000,0.116501,0
TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_8F64787842550D33AF4D6A85BF9B207C_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000E000000000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B,true,false,false,0,0.081200,0.000000,1
